"","title","created_at","updated_at","id","chamber","state","session","type","bill_id"
"5021","Relating to the ineligibility of certain persons affiliated with an open-enrollment charter school for election to or service on the State Board of Education or a school district board of trustees.","2017-02-27 06:45:58","2017-06-05 10:28:07","TXB00051520","lower","tx","85","bill","HB 2298"
"5022","Relating to an alert system for notification of the release of toxic chemicals by a manufacturing facility.","2017-02-27 06:46:00","2017-06-05 10:27:50","TXB00051662","lower","tx","85","bill","HB 1927"
"5023","Relating to funding for an open-enrollment charter school based on the guaranteed level of state and local funds provided to school districts through the existing debt allotment.","2017-02-27 06:46:05","2017-06-05 10:28:43","TXB00052019","lower","tx","85","bill","HB 2337"
"5024","Relating to the definition of ""non-physician mental health professional"" for purposes of the Texas Mental Health Code.","2017-02-27 06:46:07","2017-06-05 10:28:23","TXB00052145","lower","tx","85","bill","HB 1977"
"5025","Relating to the right of members of the legislature, the lieutenant governor, committees of the legislature, and legislative agencies to access certain governmental information for legislative purposes; creating a criminal offense.","2017-03-04 07:16:43","2017-06-05 10:27:34","TXB00052928","lower","tx","85","bill","HB 2742"
"5026","Relating to the creation of a Texas conditional driver's permit, provisional Texas conditional driver's permit, and Texas conditional instruction permit; authorizing a fee.","2017-03-04 07:16:43","2017-06-05 10:28:30","TXB00052946","lower","tx","85","bill","HB 2719"
"5027","Relating to the creation of an additional judicial district composed of Hays County.","2017-03-04 07:16:46","2017-06-05 10:28:25","TXB00052991","lower","tx","85","bill","HB 2737"
"5028","Relating to the use of deadly force in defense of a person or property.","2017-03-04 07:16:47","2017-06-05 10:28:15","TXB00053013","lower","tx","85","bill","HB 2708"
"5029","Relating to a study by the Department of Agriculture of the transfer of water from the Mississippi River.","2017-03-04 07:16:47","2017-06-05 10:28:08","TXB00053015","lower","tx","85","bill","HB 2716"
"5030","Relating to the operation of casino gaming in this state by licensed persons in certain areas of this state to provide additional money for residual windstorm insurance coverage in the coastal areas; requiring occupational licenses or certifications; authorizing fees; imposing a tax; creating criminal offenses and providing other penalties.","2017-03-04 07:16:48","2017-06-05 10:28:43","TXB00053035","lower","tx","85","bill","HB 2741"
"5031","Relating to a study conducted by the Texas Education Agency on the financial costs of providing educational services to persons who are not lawfully present in the United States.","2017-03-04 07:16:51","2017-06-05 10:28:30","TXB00053104","lower","tx","85","bill","HB 2709"
"5032","Relating to a firearm buyback program administered by certain local law enforcement agencies.","2017-03-04 07:16:51","2017-06-05 10:27:41","TXB00053105","lower","tx","85","bill","HB 2712"
"5033","Relating to an adjustment under the public school finance system for optional homestead exemptions.","2017-03-04 07:16:53","2017-06-05 10:27:58","TXB00053145","lower","tx","85","bill","HB 2706"
"5034","Relating to the authority of a towing company or booting company to remove and store or boot an unauthorized vehicle in a parking facility.","2017-03-04 07:16:54","2017-06-05 10:27:48","TXB00053169","lower","tx","85","bill","HB 2733"
"5035","Relating to the manner in which a bail bond or personal bond is forfeited.","2017-03-04 07:16:54","2017-06-05 10:28:51","TXB00053171","lower","tx","85","bill","HB 2707"
"5036","Relating to the composition of the Port Authority Advisory Committee.","2017-03-04 07:16:55","2017-06-05 10:27:51","TXB00053195","lower","tx","85","bill","HB 2749"
"5037","Relating to the deadline to file a petition for redetermination of a tax deficiency determination made by the comptroller.","2017-03-04 07:16:56","2017-06-05 10:28:07","TXB00053208","lower","tx","85","bill","HB 2723"
"5038","Relating to a study on the use of portable testing equipment to identify synthetic drugs.","2017-03-04 07:16:58","2017-06-05 10:28:36","TXB00053238","lower","tx","85","bill","HB 2704"
"5039","Relating to overtime pay for child protective services employees in the Department of Family and Protective Services.","2017-03-04 07:16:59","2017-06-05 10:28:27","TXB00053255","lower","tx","85","bill","HB 2717"
"5040","Relating to examination requirements for child protective services caseworkers.","2017-03-04 07:16:59","2017-06-05 10:28:49","TXB00053259","lower","tx","85","bill","HB 2718"
"5041","Relating to eligibility requirements for registration as an interior designer.","2017-03-04 07:17:00","2017-06-05 10:28:44","TXB00053269","lower","tx","85","bill","HB 2721"
"5042","Relating to an audit by the comptroller of unpaid oil and gas royalties held in trust by the Railroad Commission of Texas.","2017-03-04 07:17:01","2017-06-05 10:28:21","TXB00053284","lower","tx","85","bill","HB 2713"
"5043","Relating to a change of name and sex for certain persons and the issuance of associated vital records and documentation; authorizing a fee.","2017-03-11 08:34:42","2017-06-05 10:28:41","TXB00053750","lower","tx","85","bill","HB 4101"
"5044","Relating to warning signs posted by certain food service establishments that prepare food items containing peanut products.","2017-03-11 08:34:42","2017-06-05 10:28:23","TXB00053752","lower","tx","85","bill","HB 3298"
"5045","Recognizing the 2017 National Night Out Against Crime in Cockrell Hill.","2017-03-11 08:34:43","2017-06-05 10:28:51","TXB00053814","lower","tx","85","resolution","HR 844"
"5046","Recognizing April 4, 2017, as Sul Ross State University Day at the State Capitol.","2017-03-11 08:34:47","2017-06-05 10:28:46","TXB00054075","lower","tx","85","resolution","HR 814"
"5047","Relating to evaluation of public schools.","2017-03-11 08:34:48","2017-06-05 10:28:49","TXB00054129","lower","tx","85","bill","HB 3290"
"5048","Relating to cardiopulmonary resuscitation certification requirements for certain food service workers.","2017-03-11 08:34:49","2017-06-05 10:28:13","TXB00054229","lower","tx","85","bill","HB 3300"
"5049","Relating to the applicability of underground facility damage prevention and safety requirements to certain activities.","2017-03-11 08:34:49","2017-06-05 10:27:30","TXB00054251","lower","tx","85","bill","HB 3284"
"5050","Recognizing the 2017 Dallas celebration of Cinco de Mayo.","2017-03-11 08:34:52","2017-06-05 10:27:57","TXB00054370","lower","tx","85","resolution","HR 845"
"5051","Relating to the reimbursement of prescription drugs under Medicaid and the child health plan program.","2017-03-11 08:34:52","2017-06-05 10:28:07","TXB00054397","lower","tx","85","bill","HB 3288"
"5052","Recognizing the 2017 National Night Out Against Crime in Oak Cliff.","2017-03-11 08:34:53","2017-06-05 10:28:50","TXB00054462","lower","tx","85","resolution","HR 842"
"5053","Relating to municipal regulation of property of political subdivisions.","2017-03-11 08:34:55","2017-06-05 10:28:05","TXB00054577","lower","tx","85","bill","HB 3282"
"5054","Relating to the right of certain public officers to access public information, documents, records, and property.","2017-03-11 08:34:55","2017-06-05 10:28:47","TXB00054581","lower","tx","85","bill","HB 3271"
"5055","Congratulating Junior Achievement of Brazoria County on its receipt of the Peak Performance Team Award and the Five Star Award from Junior Achievement USA.","2017-03-11 08:34:55","2017-06-05 10:28:46","TXB00054593","lower","tx","85","resolution","HR 827"
"5056","Relating to the dedication and maximization of returns on payments received by this state for economic losses sustained from the Deepwater Horizon oil spill.","2017-03-11 08:34:55","2017-06-05 10:28:28","TXB00054617","lower","tx","85","bill","HB 3064"
"5057","Relating to certain requirements for barber schools and private beauty culture schools.","2017-03-11 08:34:58","2017-06-05 10:28:28","TXB00054760","lower","tx","85","bill","HB 3278"
"5058","Recognizing the 2018 National Night Out Against Crime in Oak Cliff.","2017-03-11 08:34:58","2017-06-05 10:28:51","TXB00054762","lower","tx","85","resolution","HR 841"
"5059","Relating to eligibility requirements for the specialized telecommunications assistance program.","2017-03-11 08:34:59","2017-06-05 10:28:48","TXB00054858","lower","tx","85","bill","HB 3279"
"5060","Recognizing the 2018 National Night Out Against Crime in Cockrell Hill.","2017-03-11 08:35:02","2017-06-05 10:28:12","TXB00055035","lower","tx","85","resolution","HR 843"
"5061","Honoring Goodwill Industries of South Texas on the 30th anniversary of its 10K and 5K run/walk fund-raiser in Corpus Christi.","2017-03-11 08:35:03","2017-06-05 10:28:48","TXB00055045","lower","tx","85","resolution","HR 810"
"5062","Relating to ad valorem tax benefits for certain current and former first responders and their families.","2017-03-11 08:35:04","2017-06-05 10:28:12","TXB00055100","lower","tx","85","bill","HB 3264"
"5063","Relating to a franchise tax credit for entities that establish a grocery store or healthy corner store in a food desert.","2017-03-11 08:35:06","2017-06-05 10:27:55","TXB00055214","lower","tx","85","bill","HB 3299"
"5064","Congratulating Emmitt Thomas on his induction into the Texas Black Sports Hall of Fame and the Black College Football Hall of Fame.","2017-03-11 08:35:09","2017-06-05 10:28:01","TXB00055371","lower","tx","85","resolution","HR 826"
"5065","Relating to education employees uniform group health coverage.","2017-03-11 08:35:10","2017-06-05 10:28:06","TXB00055435","lower","tx","85","bill","HB 3291"
"5066","Honoring Frank Nemec of West for his civic engagement.","2017-03-11 08:35:11","2017-06-05 10:28:43","TXB00055505","lower","tx","85","resolution","HR 817"
"5067","Relating to the enforcement of penalties imposed by a local authority using a photographic traffic signal enforcement system.","2017-03-11 08:35:13","2017-06-05 10:27:51","TXB00055614","lower","tx","85","bill","HB 3259"
"5068","Relating to repealing training licenses for motor vehicle towing.","2017-03-11 08:35:13","2017-06-05 10:28:05","TXB00055658","lower","tx","85","bill","HB 3876"
"5069","Relating to the Texas Economic Development Act.","2017-03-11 08:35:16","2017-06-05 10:28:31","TXB00055811","lower","tx","85","bill","HB 3086"
"5070","Congratulating Fastsigns of Corpus Christi on receiving a 2017 Pinnacle Club Award.","2017-03-14 08:26:03","2017-06-05 10:28:35","TXB00055840","lower","tx","85","resolution","HR 887"
"5071","Congratulating Barbara Metch on being named the 2017 Texas Polled Hereford Honoree by the Texas Polled Hereford Association.","2017-03-14 08:26:04","2017-06-05 10:28:27","TXB00055841","lower","tx","85","resolution","HR 866"
"5072","Congratulating Robert Hallmark on his retirement from KCRS radio in Odessa.","2017-03-14 08:26:06","2017-06-05 10:28:06","TXB00055843","lower","tx","85","resolution","HR 883"
"5073","In memory of Frank M. Pool of San Angelo.","2017-03-14 08:26:06","2017-06-05 10:28:05","TXB00055844","lower","tx","85","resolution","HR 859"
